Longitude,Latitude,Sample No,Cu,Zn,Pb
73.71,24.99,45H09/180/S/15,28,82,35
73.73,24.99,45H09/181/S/15,37,131,21
73.75,24.99,45H09/182/S/15,43,79,24
73.51,24.51,45H10/001/S/16,37,85,33
73.53,24.51,45H10/002/S/16,47,85,35
73.55,24.51,45H10/003/S/16,52,83,60
73.57,24.51,45H10/004/S/16,45,101,34
73.59,24.51,45H10/005/S/16,60,93,41
73.61,24.51,45H10/006/S/16,56,106,35
73.63,24.51,45H10/007/S/16,51,186,158
73.65,24.51,45H10/008/S/16,58,102,46
73.67,24.51,45H10/009/S/16,53,135,40
73.69,24.51,45H10/010/S/16,45,88,45
73.71,24.51,45H10/011/S/16,44,88,33
73.73,24.51,45H10/012/S/16,98,93,35
73.75,24.51,45H10/013/S/16,51,87,31
73.51,24.53,45H10/014/S/16,41,70,34
73.53,24.53,45H10/015/S/16,43,84,43
73.55,24.53,45H10/016/S/16,51,86,47
73.57,24.53,45H10/017/S/16,48,100,30
73.59,24.53,45H10/018/S/16,64,94,31
73.61,24.53,45H10/019/S/16,52,100,33
73.63,24.53,45H10/020/S/16,93,112,53
73.65,24.53,45H10/021/S/16,68,98,37
73.67,24.53,45H10/022/S/16,47,102,42
73.69,24.53,45H10/023/S/16,43,110,45
73.71,24.53,45H10/024/S/16,165,100,56
73.73,24.53,45H13/025/S/16,67,86,34
73.75,24.53,45H13/026/S/16,60,104,45
73.51,24.55,45H10/027/S/16,39,82,36
73.53,24.55,45H10/028/S/16,36,84,33
73.55,24.55,45H10/029/S/16,39,79,34
73.57,24.55,45H10/030/S/16,59,92,32
73.59,24.55,45H10/031/S/16,58,96,39
73.61,24.55,45H10/032/S/16,45,82,22
73.63,24.55,45H10/033/S/16,63,93,29
73.65,24.55,45H10/034/S/16,69,97,23
73.67,24.55,45H10/035/S/16,37,77,38
73.73,24.55,45H10/038/S/16,65,82,39
73.75,24.55,45H10/039/S/16,45,110,46
73.51,24.55,45H10/040/S/16,31,70,34
73.53,24.56,45H10/041/S/16,38,78,34
73.55,24.56,45H10/042/S/16,44,83,37
73.57,24.56,45H10/043/S/16,59,84,37
73.59,24.56,45H10/044/S/16,60,95,30
73.61,24.56,45H10/045/S/16,58,93,32
73.63,24.56,45H10/046/S/16,57,92,26
73.65,24.56,45H10/047/S/16,101,98,29
73.67,24.56,45H10/048/S/16,40,78,27
73.51,24.58,45H10/053/S/16,37,86,25
73.53,24.58,45H10/054/S/16,24,78,31
73.55,24.58,45H10/055/S/16,39,72,33
73.57,24.58,45H10/056/S/16,44,96,31
73.59,24.58,45H10/057/S/16,45,94,26
73.61,24.58,45H10/058/S/16,54,93,28
73.63,24.58,45H10/059/S/16,79,123,39
73.51,24.60,45H10/066/S/16,40,72,21
73.53,24.60,45H10/067/S/16,31,82,33
73.55,24.60,45H10/068/S/16,33,77,36
73.57,24.60,45H10/069/S/16,44,92,30
73.59,24.60,45H10/070/S/16,47,98,33
73.61,24.60,45H10/071/S/16,79,132,20
73.63,24.60,45H10/072/S/16,92,119,28
73.51,24.62,45H10/079/S/2017,37,63,30
73.53,24.62,45H10/080/S/2017,27,49,22
73.55,24.62,45H10/081/S/2016,30,54,24
73.57,24.62,45H10/082/S/2016,36,73,18
73.59,24.62,45H10/083/S/2017,49,81,28
73.61,24.62,45H10/084/S/2016,56,99,31
73.63,24.62,45H10/085/S/2016,97,98,20
73.65,24.62, 45H10/086/S/2016,42,85,33
73.67,24.62, 45H10/087/S/2016,51,113,42
73.69,24.62,45H10/088/S/2017,53,110,31
73.71,24.62,45H10/089/S/2017,37,76,25
73.73,24.62,45H10/090/S/2017,24,74,26
73.75,24.62,45H10/091/S/2017,49,109,26
73.51,24.63,45H10/092/S2017,42,58,21
73.53,24.63,45H10/093/S2017,24,48,21
73.55,24.63,45H10/094/S2017,32,40,28
73.57,24.63,45H10/095/S2017,41,113,25
73.59,24.63,45H10/096/S/2016,44,83,23
73.61,24.63,45H10/097/S/2016,77,122,31
73.63,24.63,45H10/098/S/2016,86,93,29
73.65,24.63,45H10/099/S/2016,39,88,30
73.67,24.63,45H10/100/S/2016,56,91,32
73.69,24.63,45H10/101/S/2017,60,103,35
73.71,24.63,45H10/102/S/2017,46,98,26
73.73,24.63,45H10/103/S/2017,100,82,35
73.75,24.63,45H10/104/S/2017,82,63,45
73.51,24.65,45H10/105/S/2017,58,65,22
73.53,24.65,45H10/106/S/2017,42,54,22
73.55,24.65,45H10/107/S/2016,28,60,23
73.57,24.65,45H10/108/S/2017,42,75,23
73.59,24.65,45H10/109/S/2016,33,73,27
73.61,24.65,45H10/110/S/2016,69,130,23
73.63,24.65,45H10/111/S/2016,73,78,17
73.65,24.65,45H10/112/S/2016,80,130,38
73.67,24.65,45H10/113/S/2016,54,92,33
73.69,24.65,45H10/114/S/2017,60,128,30
73.71,24.65,45H10/115/S/2017,63,124,23
73.73,24.65,45H10/116/S/2017,146,196,40
73.75,24.65,45H10/117/S/2017,21,66,23
73.51,24.67,45H10/118/S2017,49,70,15
73.53,24.67,45H10/119/S2017,61,61,16
73.55,24.67,45H10/120/S2017,33,58,31
73.57,24.67,45H10/121/S2017,44,71,21
73.59,24.67,45H10/122/S2017,31,66,24
73.61,24.67,45H10/123/S/2016,48,98,34
73.63,24.67,45H10/124/S/2016,64,88,29
73.65,24.67,45H10/125/S/2016,42,90,30
73.67,24.67,45H10/126/S/2016,36,43,10
73.69,24.67,45H10/127/S/2017,51,49,18
73.71,24.67,45H10/128/S/2017,46,49,16
73.73,24.67,45H10/129/S/2017,18,95,16
73.75,24.67,45H10/130/S/2017,17,65,17
73.51,24.69,45H10/131/S2017,49,77,28
73.53,24.69,45H10/132/S2017,79,85,19
73.55,24.69,45H10/133/S2017,52,63,17
73.57,24.69,45H10/134/S2017,43,73,25
73.59,24.69,45H10/135/S2017,33,68,28
73.61,24.69,45H10/136/S/2017,63,74,15
73.63,24.69,45H10/137/S/2016,46,90,35
73.65,24.69,45H10/138/S/2017,39,50,15
73.67,24.69,45H10/139/S/2017,32,61,18
73.69,24.69,45H10/140/S/2017,31,57,17
73.71,24.69,45H10/141/S/2017,33,44,12
73.73,24.69,45H10/142/S/2017,25,96,17
73.75,24.69,45H10/143/S/2017,19,47,16
73.51,24.71,45H10/144/S/2016,50,79,24
73.53,24.71,45H10/145/S/2017,55,72,24
73.55,24.71,45H10/146/S/2017,44,64,22
73.57,24.71,45H10/147/S/2017,36,69,29
73.59,24.71,45H10/148/S/2017,30,70,30
73.61,24.71,45H10/149/S/2017,35,84,56
73.63,24.71,45H10/150/S/2016,42,85,43
73.65,24.71,45H10/151/S/2017,51,84,18
73.67,24.71,45H10/152/S/2017,31,43,20
73.69,24.71,45H10/153/S/2017,21,46,17
73.71,24.71,45H10/154/S/2016,36,56,14
73.73,24.71,45H10/155/S/2016,31,65,32
73.75,24.71,45H10/156/S/2017,29,65,17
73.51,24.73,45H10/157/S/2016,20,52,41
73.53,24.73,45H10/158/S/2017,41,69,37
73.55,24.73,45H10/159/S/2017,36,67,26
73.57,24.73,45H10/160/S/2017,44,60,26
73.59,24.73,45H10/161/S/2016,31,67,25
73.61,24.73,45H10/162/S/2016,42,106,43
73.63,24.73,45H10/163/S/2017,37,112,33
73.65,24.73,45H10/164/S/2016,50,121,39
73.67,24.73,45H10/165/S/2017,36,73,18
73.69,24.73,45H10/166/S/2017,35,79,24
73.71,24.73,45H10/167/S/2017,33,41,19
73.73,24.73,45H10/168/S/2017,25,51,23
73.75,24.73,45H10/169/S/2017,24,54,20
73.51,24.74,45H10/170/S/2016,21,44,33
73.53,24.74,45H10/171/S/2016,39,72,47
73.55,24.74,45H10/172/S/2017,40,78,26
73.57,24.74,45H10/173/S/2017,39,78,24
73.59,24.74,45H10/174/S/2017,38,64,22
73.61,24.74,45H10/175/S/2016,32,65,27
73.63,24.74,45H10/176/S/2016,59,76,17
73.65,24.74,45H10/177/S/2016,47,73,23
73.67,24.74,45H10/178/S/2017,40,68,16
73.69,24.74,45H10/179/S/2017,25,57,13
73.71,24.74,45H10/180/S/2017,26,58,18
73.73,24.74,45H10/181/S/2017,37,76,35
73.75,24.74,45H10/182/S/2017,102,153,33
73.51,24.26,45H11/1/S/14-15,30,63,27
73.53,24.26,45H11/2/S/14-15,34,72,26
73.55,24.26,45H11/3/S/14-15,35,67,27
73.57,24.26,45H11/4/S/14-15,31,57,28
73.59,24.26,45H11/5/S/14-15,42,75,24
73.61,24.26,45H11/6/S/14-15,36,68,26
73.63,24.26,45H11/7/S/14-15,43,81,35
73.65,24.26,45H11/8/S/14-15,39,82,32
73.67,24.26,45H11/9/S/14-15,44,92,63
73.69,24.26,45H11/10/S/14-15,55,99,97
73.71,24.26,45H11/11/S/14-15,36,82,36
73.73,24.26,45H11/12/S/14-15,20,60,24
73.74,24.26,45H11/13/S/14-15,21,47,20
73.51,24.27,45H11/14/S/14-15,37,60,27
73.53,24.27,45H11/15/S/14-15,32,61,24
73.55,24.27,45H11/16/S/14-15,42,95,28
73.57,24.27,45H11/17/S/14-15,42,72,32
73.59,24.27,45H11/18/S/14-15,40,103,34
73.61,24.27,45H11/19/S/14-15,43,84,36
73.63,24.27,45H11/20/S/14-15,41,107,52
73.65,24.27,45H11/21/S/14-15,42,79,30
73.67,24.27,45H11/22/S/14-15,53,79,39
73.69,24.27,45H11/23/S/14-15,43,185,76
73.71,24.27,45H11/24/S/14-15,42,189,240
73.73,24.27,45H11/25/S/14-15,18,53,19
73.74,24.27,45H11/26/S/14-15,20,56,18
73.51,24.30,45H11/27/S/14-15,30,73,31
73.53,24.30,45H11/28/S/14-15,35,81,24
73.55,24.30,45H11/29/S/14-15,51,83,34
73.57,24.30,45H11/30/S/14-15,40,66,32
73.59,24.30,45H11/31/S/14-15,36,95,40
73.61,24.30,45H11/32/S/14-15,40,88,31
73.63,24.30,45H11/33/S/14-15,32,80,42
73.65,24.30,45H11/34/S/14-15,39,84,35
73.67,24.30,45H11/35/S/14-15,44,91,48
73.69,24.30,45H11/36/S/14-15,23,144,64
73.71,24.30,45H11/37/S/14-15,57,292,554
73.73,24.30,45H11/38/S/14-15,17,51,13
73.74,24.30,45H11/39/S/14-15,24,62,18
73.51,24.31,45H11/40/S/14-15,32,75,25
73.53,24.31,45H11/41/S/14-15,32,73,24
73.55,24.31,45H11/42/S/14-15,43,73,32
73.57,24.31,45H11/43/S/14-15,41,80,34
73.59,24.31,45H11/44/S/14-15,43,88,43
73.61,24.31,45H11/45/S/14-15,37,90,33
73.63,24.31,45H11/46/S/14-15,37,80,39
73.65,24.31,45H11/47/S/14-15,35,93,42
73.67,24.31,45H11/48/S/14-15,51,85,37
73.69,24.31,45H11/49/S/14-15,15,38,18
73.71,24.31,45H11/50/S/14-15,18,43,12
73.73,24.31,45H11/51/S/14-15,13,42,12
73.74,24.31,45H11/52/S/14-15,20,673,140
73.51,24.33,45H11/53/S/14-15,36,81,26
73.53,24.33,45H11/54/S/14-15,34,77,27
73.55,24.33,45H11/55/S/14-15,51,91,33
73.57,24.33,45H11/56/S/14-15,48,96,30
73.59,24.33,45H11/57/S/14-15,46,95,38
73.61,24.33,45H11/58/S/14-15,41,93,34
73.63,24.33,45H11/59/S/14-15,39,89,39
73.65,24.33,45H11/60/S/14-15,35,91,33
73.67,24.33,45H11/61/S/14-15,63,243,200
73.69,24.33,45H11/62/S/14-15,24,7714,5609
73.71,24.33,45H11/63/S/14-15,101,246,209
73.73,24.33,45H11/64/S/14-15,11,47,60
73.74,24.33,45H11/65/S/14-15,32,463,268
73.51,24.35,45H11/66/S/14-15,28,58,27
73.53,24.35,45H11/67/S/14-15,44,83,28
73.55,24.35,45H11/68/S/14-15,40,78,28
73.57,24.35,45H11/69/S/14-15,40,84,33
73.59,24.35,45H11/70/S/14-15,43,91,38
73.61,24.35,45H11/71/S/14-15,42,93,38
73.63,24.35,45H11/72/S/14-15,36,91,37
73.65,24.35,45H11/73/S/14-15,39,102,37
73.67,24.35,45H11/74/S/14-15,36,244,141
73.69,24.35,45H11/75/S/14-15,30,550,589
73.71,24.35,45H11/76/S/14-15,29,1460,1696
73.73,24.35,45H11/77/S/14-15,36,1661,889
73.74,24.35,45H11/78/S/14-15,37,1361,730
73.51,24.37,45H11/79/S/14-15,33,72,23
73.53,24.37,45H11/80/S/14-15,50,75,26
73.55,24.37,45H11/81/S/14-15,47,77,32
73.57,24.37,45H11/82/S/14-15,39,85,30
73.59,24.37,45H11/83/S/14-15,48,96,29
73.61,24.37,45H11/84/S/14-15,42,85,42
73.63,24.37,45H11/85/S/14-15,40,111,43
73.65,24.37,45H11/86/S/14-15,41,105,42
73.67,24.37,45H11/87/S/14-15,35,96,51
73.69,24.37,45H11/88/S/14-15,24,2317,1042
73.71,24.37,45H11/89/S/14-15,27,1113,594
73.73,24.37,45H11/90/S/14-15,38,1657,1153
73.74,24.37,45H11/91/S/14-15,23,143,110
73.51,24.38,45H11/92/S/14-15,27,63,25
73.53,24.38,45H11/93/S/14-15,44,70,29
73.55,24.38,45H11/94/S/14-15,38,65,28
73.57,24.38,45H11/95/S/14-15,34,68,29
73.59,24.38,45H11/96/S/14-15,45,89,37
73.61,24.38,45H11/97/S/14-15,42,78,38
73.63,24.38,45H11/98/S/14-15,40,88,31
73.65,24.38,45H11/99/S/14-15,42,78,32
73.67,24.38,45H11/100/S/14-15,28,154,72
73.69,24.38,45H11/101/S/14-15,23,79,43
73.71,24.38,45H11/102/S/14-15,38,91,40
73.73,24.38,45H11/103/S/14-15,44,100,48
73.74,24.38,45H11/104/S/14-15,29,98,51
73.51,24.40,45H11/105/S/14-15,26,63,24
73.53,24.40,45H11/106/S/14-15,31,74,26
73.55,24.40,45H11/107/S/14-15,36,71,24
73.57,24.40,45H11/108/S/14-15,42,83,33
73.59,24.40,45H11/109/S/14-15,40,94,33
73.61,24.40,45H11/110/S/14-15,39,79,31
73.63,24.40,45H11/111/S/14-15,42,80,33
73.65,24.40,45H11/112/S/14-15,40,79,36
73.67,24.40,45H11/113/S/14-15,23,78,39
73.69,24.40,45H11/114/S/14-15,45,102,28
73.71,24.40,45H11/115/S/14-15,49,60,27
73.73,24.40,45H11/116/S/14-15,27,68,27
73.74,24.40,45H11/117/S/14-15,18,60,18
73.51,24.42,45H11/118/S/14-15,28,57,20
73.53,24.42,45H11/119/S/14-15,29,71,28
73.55,24.42,45H11/120/S/14-15,43,72,27
73.57,24.42,45H11/121/S/14-15,39,86,34
73.59,24.42,45H11/122/S/14-15,33,82,33
73.61,24.42,45H11/123/S/14-15,33,87,33
73.63,24.42,45H11/124/S/14-15,36,115,46
73.65,24.42,45H11/125/S/14-15,40,90,35
73.67,24.42,45H11/126/S/14-15,44,92,39
73.69,24.42,45H11/127/S/14-15,37,84,38
73.71,24.42,45H11/128/S/14-15,31,72,28
73.73,24.42,45H11/129/S/14-15,49,71,25
73.74,24.42,45H11/130/S/14-15,55,49,20
73.51,24.44,45H11/131/S/14-15,26,55,25
73.53,24.44,45H11/132/S/14-15,30,58,25
73.55,24.44,45H11/133/S/14-15,35,82,28
73.57,24.44,45H11/134/S/14-15,42,134,29
73.59,24.44,45H11/135/S/14-15,38,82,38
73.61,24.44,45H11/136/S/14-15,36,95,39
73.63,24.44,45H11/137/S/14-15,51,101,38
73.65,24.44,45H11/138/S/14-15,44,221,58
73.67,24.44,45H11/139/S/14-15,41,69,29
73.69,24.44,45H11/140/S/14-15,52,54,25
73.71,24.44,45H11/141/S/14-15,36,88,44
73.73,24.44,45H11/142/S/14-15,37,63,19
73.74,24.44,45H11/143/S/14-15,66,70,15
73.51,24.45,45H11/144/S/14-15,27,61,20
73.53,24.45,45H11/145/S/14-15,25,60,26
73.55,24.45,45H11/146/S/14-15,31,68,27
73.57,24.45,45H11/147/S/14-15,39,78,32
73.59,24.45,45H11/148/S/14-15,39,84,31
73.61,24.45,45H11/149/S/14-15,37,78,43
73.63,24.45,45H11/150/S/14-15,56,134,54
73.65,24.45,45H11/151/S/14-15,37,110,55
73.67,24.45,45H11/152/S/14-15,41,70,34
73.69,24.45,45H11/153/S/14-15,27,68,27
73.71,24.45,45H11/154/S/14-15,31,79,29
73.73,24.45,45H11/155/S/14-15,54,66,11
73.74,24.45,45H11/156/S/14-15,29,103,31
73.51,24.47,45H11/157/S/14-15,34,68,27
73.53,24.47,45H11/158/S/14-15,36,67,27
73.55,24.47,45H11/159/S/14-15,34,77,29
73.57,24.47,45H11/160/S/14-15,42,93,30
73.59,24.47,45H11/161/S/14-15,39,138,44
73.61,24.47,45H11/162/S/14-15,43,89,34
73.63,24.47,45H11/163/S/14-15,40,88,32
73.65,24.47,45H11/164/S/14-15,39,91,48
73.67,24.47,45H11/165/S/14-15,30,66,20
73.69,24.47,45H11/166/S/14-15,38,76,28
73.71,24.47,45H11/167/S/14-15,32,52,19
73.73,24.47,45H11/168/S/14-15,30,51,10
73.74,24.47,45H11/169/S/14-15,31,57,18
73.51,24.49,45H11/170/S/14-15,25,59,21
73.53,24.49,45H11/171/S/14-15,30,77,30
73.55,24.49,45H11/172/S/14-15,39,78,32
73.57,24.49,45H11/173/S/14-15,44,90,32
73.59,24.49,45H11/174/S/14-15,41,93,36
73.61,24.49,45H11/175/S/14-15,43,82,59
73.63,24.49,45H11/176/S/14-15,42,118,37
73.65,24.49,45H11/177/S/14-15,35,90,36
73.67,24.49,45H11/178/S/14-15,22,64,34
73.69,24.49,45H11/179/S/14-15,33,75,29
73.71,24.49,45H11/180/S/14-15,31,57,18
73.73,24.49,45H11/181/S/14-15,26,69,37
73.74,24.49,45H11/182/S/14-15,34,64,26
73.5102,24.009,45H12/001/S/14,37,81,23
73.5298,24.0089,45H12/002/S/14,38,80,25
73.5493,24.009,45H12/003/S/14,37,77,24
73.5691,24.009,45H12/004/S/14,39,71,27
73.5887,24.009,45H12/005/S/14,35,72,35
73.6083,24.0091,45H12/006/S/15,40,72,28
73.6283,24.0092,45H12/007/S/15,27,54,24
73.6478,24.0092,45H12/008/S/14,32,64,35
73.6673,24.0091,45H12/009/S/14,34,69,29
73.6872,24.0091,45H12/010/S/14,41,70,29
73.707,24.0091,45H12/011/S/14,29,78,27
73.7265,24.0093,45H12/012/S/14,30,71,34
73.7462,24.0092,45H12/013/S/14,37,70,26
73.5103,24.0271,45H12/014/S/14,70,92,31
73.5298,24.0269,45H12/015/S/14,36,81,20
73.5493,24.0271,45H12/016/S/14,39,75,29
73.569,24.027,45H12/017/S/14,35,82,31
73.5886,24.027,45H12/018/S/14,29,77,24
73.6085,24.0271,45H12/019/S/14,27,69,21
73.6281,24.0273,45H12/020/S/15,25,67,28
73.6477,24.0271,45H12/021/S/15,31,67,26
73.6674,24.0273,45H12/022/S/14,28,71,22
73.6872,24.0274,45H12/023/S/14,29,76,22
73.7071,24.0272,45H12/024/S/14,38,67,24
73.7265,24.0273,45H12/025/S/14,79,95,35
73.7461,24.0274,45H12/026/S/14,50,86,38
73.5102,24.0451,45H12/027/S/14,34,72,18
73.5299,24.045,45H12/028/S/14,42,98,27
73.707,24.243,45H12/029/S/15,38,77,29
73.5491,24.0452,45H12/030/S/15,33,75,30
73.5691,24.0452,45H12/031/S/15,40,77,32
73.5886,24.0452,45H12/032/S/15,35,75,25
73.6082,24.0452,45H12/033/S/14,35,83,35
73.6281,24.0452,45H12/034/S/14,31,72,21
73.6477,24.0452,45H12/035/S/14,32,79,29
73.6674,24.0454,45H12/036/S/14,27,79,35
73.6871,24.0452,45H12/037/S/14,45,79,23
73.7071,24.0453,45H12/038/S/14,31,79,34
73.7266,24.243,45H12/039/S/14,122,104,20
73.7267,24.0453,45H12/040/S/14,38,64,25
73.7461,24.0453,45H12/041/S/14,33,65,21
73.5101,24.063,45H12/042/S/15,29,75,23
73.5298,24.063,45H12/043/S/15,32,74,34
73.5493,24.063,45H12/044/S/15,43,77,28
73.5691,24.0627,45H12/045/S/15,46,72,32
73.5889,24.063,45H12/046/S/14,44,89,30
73.6083,24.063,45H12/047/S/14,39,78,19
73.6282,24.063,45H12/048/S/14,34,80,29
73.6476,24.0633,45H12/049/S/14,33,75,25
73.6676,24.0631,45H12/050/S/14,24,72,18
73.6873,24.0633,45H12/051/S/14,76,92,25
73.7071,24.0633,45H12/052/S/14,55,77,37
73.7265,24.0631,45H12/053/S/14,31,78,30
73.7463,24.0634,45H12/054/S/14,30,82,25
73.5101,24.081,45H12/055/S/14,53,87,30
73.5298,24.081,45H12/056/S/14,37,82,24
73.5493,24.081,45H12/057/S/15,36,74,31
73.5691,24.0812,45H12/058/S/15,43,83,29
73.5888,24.0811,45H12/059/S/15,43,83,29
73.7461,24.243,45H12/060/S/15,35,75,26
73.6083,24.0811,45H12/061/S/15,36,73,41
73.628,24.0812,45H12/062/S/15,36,101,41
73.6479,24.0811,45H12/063/S/14,36,87,36
73.6676,24.0811,45H12/064/S/14,99,97,34
73.6873,24.0812,45H12/065/S/14,62,73,18
73.7072,24.0814,45H12/066/S/14,36,82,31
73.7264,24.0814,45H12/067/S/14,41,82,30
73.7463,24.0812,45H12/068/S/15,39,88,32
73.5101,24.099,45H12/069/S/15,31,71,26
73.5298,24.0989,45H12/070/S/15,16,64,24
73.5493,24.0989,45H12/071/S/14,33,81,32
73.5691,24.0992,45H12/072/S/14,35,77,31
73.5889,24.0992,45H12/073/S/15,63,90,33
73.6085,24.0992,45H12/074/S/15,43,77,39
73.6282,24.0992,45H12/075/S/15,32,69,29
73.6477,24.0992,45H12/076/S/14,44,76,29
73.6676,24.099,45H12/077/S/14,61,86,29
73.6873,24.0992,45H12/078/S/14,28,62,19
73.7072,24.0993,45H12/079/S/14,30,83,32
73.7266,24.0993,45H12/080/S/14,32,81,36
73.7461,24.0994,45H12/081/S/14,38,70,35
73.5101,24.1171,45H12/082/S/14,35,68,25
73.5297,24.1171,45H12/083/S/15,33,75,30
73.5493,24.117,45H12/084/S/14,36,79,29
73.5691,24.1173,45H12/085/S/14,36,86,34
73.5889,24.1173,45H12/086/S/14,40,86,42
73.6083,24.1173,45H12/087/S/15,40,81,36
73.6283,24.1173,45H12/088/S/15,39,70,22
73.6475,24.1173,45H12/089/S/14,52,74,30
73.6674,24.1171,45H12/090/S/14,27,64,28
73.6873,24.117,45H12/091/S/14,21,41,20
73.7069,24.117,45H12/092/S/14,32,71,33
73.7268,24.1174,45H12/093/S/14,52,93,29
73.7463,24.1173,45H12/094/S/14,39,90,25
73.51,24.135,45H12/095/S/14,42,78,32
73.53,24.135,45H12/096/S/14,39,80,27
73.5493,24.1352,45H12/097/S/14,47,97,30
73.5691,24.1351,45H12/098/S/14,30,67,27
73.5888,24.1351,45H12/099/S/14,41,87,37
73.6085,24.135,45H12/100/S/14,40,76,34
73.6283,24.1352,45H12/101/S/15,57,85,26
73.6477,24.1354,45H12/102/S/15,38,69,47
73.6674,24.1354,45H12/103/S/14,25,68,27
73.6874,24.1351,45H12/104/S/14,20,59,19
73.7071,24.1354,45H12/105/S/14,33,84,27
73.7459,24.1354,45H12/106/S/14,45,90,29
73.7266,24.1354,45H12/107/S/14,37,68,22
73.51,24.153,45H12/108/S/14,48,82,28
73.53,24.1533,45H12/109/S/14,23,63,24
73.5497,24.1533,45H12/110/S/15,39,77,32
73.569,24.1532,45H12/111/S/15,34,84,35
73.5889,24.1532,45H12/112/S/15,42,85,35
73.6086,24.1533,45H12/113/S/15,36,81,31
73.6283,24.1529,45H12/114/S/15,42,87,33
73.6479,24.1532,45H12/115/S/15,22,64,21
73.6674,24.1532,45H12/116/S/15,41,74,28
73.6875,24.1532,45H12/117/S/14,23,72,24
73.7071,24.153,45H12/118/S/14,42,91,26
73.7266,24.1533,45H12/119/S/14,34,91,27
73.7461,24.153,45H12/120/S/15,38,88,29
73.51,24.171,45H12/121/S/15,39,85,35
73.5298,24.1709,45H12/122/S/15,33,70,33
73.5494,24.171,45H12/123/S/15,37,88,28
73.5692,24.1711,45H12/124/S/15,44,88,28
73.5888,24.1711,45H12/125/S/15,43,80,34
73.6087,24.1714,45H12/126/S/14,39,76,32
73.6282,24.1711,45H12/127/S/14,57,89,27
73.6479,24.1711,45H12/128/S/14,30,60,51
73.6674,24.1711,45H12/129/S/14,27,68,37
73.6875,24.1709,45H12/130/S/14,76,229,100
73.707,24.1712,45H12/131/S/15,30,71,32
73.7266,24.1714,45H12/132/S/15,38,74,33
73.7461,24.1712,45H12/133/S/15,36,69,22
73.5101,24.1891,45H12/134/S/15,34,78,32
73.5299,24.1892,45H12/135/S/15,31,78,30
73.5493,24.1892,45H12/136/S/15,36,98,34
73.5692,24.1892,45H12/137/S/15,28,93,34
73.5889,24.1892,45H12/138/S/15,33,82,35
73.6084,24.1889,45H12/139/S/14,44,77,33
73.6285,24.1893,45H12/140/S/15,46,73,34
73.6478,24.1892,45H12/141/S/15,32,72,56
73.6675,24.1892,45H12/142/S/15,33,86,29
73.6876,24.1889,45H12/143/S/15,23,53,26
73.7071,24.1892,45H12/144/S/15,38,83,36
73.7266,24.1891,45H12/145/S/15,41,92,35
73.7463,24.1892,45H12/146/S/15,30,68,27
73.5098,24.2073,45H12/147/S/15,34,84,36
73.5303,24.2072,45H12/148/S/15,35,84,35
73.5496,24.2073,45H12/149/S/15,29,76,32
73.5692,24.2074,45H12/150/S/15,31,85,36
73.589,24.2072,45H12/151/S/15,36,80,54
73.6088,24.207,45H12/152/S/15,40,79,47
73.6284,24.2072,45H12/153/S/14,131,103,276
73.6478,24.207,45H12/154/S/14,35,79,39
73.6675,24.2072,45H12/155/S/14,18,76,22
73.6875,24.2072,45H12/156/S/14,27,70,30
73.7073,24.2072,45H12/157/S/15,39,76,31
73.7264,24.2073,45H12/158/S/15,42,80,28
73.7461,24.207,45H12/159/S/15,28,72,30
73.5101,24.2251,45H12/160/S/15,32,90,33
73.5302,24.2252,45H12/161/S/15,30,71,23
73.5497,24.2252,45H12/162/S/15,27,84,43
73.5694,24.225,45H12/163/S/15,35,89,31
73.5891,24.225,45H12/164/S/15,31,74,31
73.6087,24.2254,45H12/165/S/15,76,101,185
73.6284,24.2254,45H12/166/S/15,61,187,867
73.6482,24.2254,45H12/167/S/14,24,87,113
73.6679,24.225,45H12/168/S/14,14,51,26
73.6875,24.2252,45H12/169/S/14,27,134,29
73.7071,24.2251,45H12/170/S/14,36,71,24
73.7266,24.2252,45H12/171/S/14,47,79,22
73.7463,24.2252,45H12/172/S/15,30,65,34
73.5099,24.2433,45H12/173/S/15,35,77,36
73.53,24.2433,45H12/174/S/15,42,77,24
73.5495,24.2432,45H12/175/S/15,38,64,24
73.569,24.2432,45H12/176/S/15,36,79,26
73.5889,24.2432,45H12/177/S/15,43,72,28
73.6087,24.2432,45H12/178/S/15,45,69,48
73.6284,24.243,45H12/179/S/15,235,160,387
73.6481,24.2433,45H12/180/S/14,34,69,43
73.6675,24.243,45H12/181/S/14,20,56,26
73.6875,24.2432,45H12/182/S/15,22,49,24
73.760,24.759,45H13/001/S/16,74,106,24
73.780,24.759,45H13/002/S/16,49,79,30
73.799,24.759,45H13/003/S/16,19,45,33
73.819,24.759,45H13/004/S/16,44,81,26
73.839,24.759,45H13/005/S/16,45,75,32
73.859,24.759,45H13/006/S/16,91,79,31
73.879,24.759,45H13/007/S/16,49,85,31
73.898,24.759,45H13/008/S/16,43,82,39
73.918,24.759,45H13/009/S/16,52,79,37
73.938,24.759,45H13/010/S/16,58,83,37
73.958,24.759,45H13/011/S/16,68,88,41
73.975,24.759,45H13/012/S/16,47,81,38
73.997,24.759,45H13/013/S/16,52,90,39
73.760,24.777,45H13/014/S/16,45,81,29
73.780,24.777,45H13/015/S/16,46,89,24
73.799,24.777,45H13/016/S/16,38,67,31
73.819,24.777,45H13/017/S/16,36,62,30
73.839,24.777,45H13/018/S/16,41,65,25
